gene,drug,interaction
76,4458,1
51,2789,1
51,4459,1
1084,3927,1
1154,3456,1
961,2940,1
392,2838,1
35,2837,1
35,2838,1
112,4460,1
281,3738,1
11,3967,1
283,4462,1
513,4464,1
513,4465,1
362,4466,1
1266,4467,1
205,3611,1
100,4468,1
100,3482,1
525,4469,1
526,4470,1
293,1774,1
293,4471,1
527,4472,1
133,4473,1
115,4474,1
296,3862,1
69,2864,1
165,2558,1
69,2556,1
69,4007,1
69,3755,1
69,2722,1
69,3297,1
299,4007,1
299,4477,1
148,4478,1
300,2857,1
766,3356,1
1088,4479,1
105,3832,1
633,3756,1
393,3758,1
582,4480,1
637,4481,1
637,4481,1
784,3267,1
308,4482,1
16,4483,1
889,2878,1
314,3266,1
316,4486,1
316,1364,1
316,4487,1
316,3843,1
84,2882,1
107,2882,1
1269,3105,1
1388,2692,1
1164,2553,1
645,4489,1
1389,2576,1
550,2738,1
575,4490,1
647,4491,1
575,4492,1
1390,3464,1
553,2173,1
900,3784,1
380,4494,1
380,2940,1
335,4496,1
335,4497,1
341,4130,1
916,4498,1
1168,4499,1
336,4361,1
561,2783,1
1391,4500,1
156,3408,1
156,3409,1
138,3990,1
22,3734,1
903,2940,1
958,3294,1
275,4503,1
326,4284,1
394,4504,1
206,4505,1
1277,3827,1
147,4477,1
654,3287,1
354,4038,1
463,4414,1
15,4507,1
70,4352,1
1233,4508,1
597,4510,1
711,4511,1
649,3780,1
346,633,1
647,2791,1
1101,3717,1
762,2192,1
214,2709,1
276,3735,1
283,4512,1
72,1669,1
138,4513,1
563,4514,1
812,4515,1
307,4516,1
499,2871,1
30,4517,1
179,4518,1
140,3192,1
96,3772,1
257,3271,1
1393,3378,1
198,4519,1
258,3349,1
1034,4520,1
1112,3721,1
143,2818,1
1394,4521,1
101,3886,1
1276,4523,1
222,2731,1
113,3480,1
237,3799,1
330,4524,1
760,4525,1
705,4191,1
512,4526,1
769,4527,1
278,2837,1
96,3499,1
277,4027,1
13,3365,1
896,3973,1
202,2723,1
1395,4394,1
22,2562,1
283,4528,1
907,4529,1
448,3676,1
459,2739,1
337,3402,1
1013,3466,1
242,2550,1
11,2702,1
1167,4529,1
170,3088,1
1060,3174,1
460,700,1
583,2675,1
1396,2771,1
1089,2866,1
479,2581,1
400,2906,1
198,3161,1
459,3227,1
528,3832,1
918,2583,1
176,4530,1
448,4531,1
324,4532,1
547,4533,1
1107,4139,1
604,4534,1
228,4535,1
318,3110,1
1220,4536,1
874,4043,1
73,2640,1
353,2859,1
1326,3668,1
25,2963,1
326,3976,1
1376,2886,1
565,3277,1
498,4538,1
687,4119,1
36,3604,1
36,205,1
36,2606,1
36,2760,1
36,1669,1
96,4105,1
36,4540,1
96,2580,1
96,2574,1
66,3099,1
52,2606,1
52,4541,1
25,2614,1
28,2614,1
171,2580,1
171,2963,1
171,2610,1
711,2580,1
171,2611,1
716,2617,1
21,2611,1
172,3772,1
172,3094,1
172,4543,1
109,2738,1
109,4544,1
109,3410,1
109,3717,1
1397,4113,1
53,3111,1
1104,3109,1
1104,3109,1
420,3110,1
420,3111,1
166,4546,1
423,4547,1
573,4548,1
181,3120,1
181,4006,1
73,2594,1
73,4116,1
73,4058,1
73,2594,1
31,4549,1
31,2594,1
31,3879,1
31,4116,1
31,4550,1
46,3118,1
31,4006,1
31,4360,1
46,4551,1
1051,4477,1
85,4119,1
85,2645,1
92,4439,1
734,2642,1
672,3156,1
689,4552,1
41,4554,1
186,4555,1
186,3615,1
690,4558,1
429,3531,1
590,3151,1
590,4559,1
434,4560,1
1059,4561,1
739,4562,1
438,4563,1
439,513,1
439,2675,1
439,4564,1
198,3898,1
1106,4566,1
1399,2931,1
928,4567,1
928,4505,1
1107,4568,1
928,2834,1
1210,2940,1
448,4570,1
74,2723,1
203,4571,1
668,4572,1
154,2993,1
668,4573,1
356,4574,1
79,4575,1
658,3107,1
79,4576,1
204,2688,1
1013,2730,1
1400,4577,1
759,4578,1
416,3940,1
759,4580,1
838,4525,1
838,3452,1
449,4048,1
449,2735,1
26,4581,1
1338,4582,1
763,4583,1
762,3201,1
451,2711,1
451,3664,1
214,3491,1
578,3491,1
578,3207,1
578,4584,1
1401,2553,1
48,4585,1
48,2654,1
48,4586,1
48,4587,1
385,3503,1
118,3503,1
118,4589,1
455,2654,1
455,3215,1
67,4590,1
455,2540,1
403,4538,1
403,4592,1
152,4594,1
1319,4595,1
50,4596,1
50,4597,1
232,319,1
232,4049,1
459,2740,1
459,1470,1
459,4175,1
461,2741,1
461,319,1
461,2739,1
460,2576,1
411,3231,1
997,3227,1
463,4411,1
370,4598,1
169,4601,1
123,4602,1
370,4603,1
465,3927,1
235,3924,1
704,2943,1
788,3247,1
1125,3510,1
56,2680,1
56,3447,1
56,4100,1
56,4604,1
56,4190,1
63,4605,1
241,3936,1
1001,4608,1
1220,4609,1
789,4610,1
471,4611,1
365,2654,1
1307,4612,1
712,4613,1
252,4614,1
1344,4615,1
1402,4616,1
1403,4617,1
1404,4618,1
1019,3464,1
257,4619,1
475,4620,1
339,3632,1
409,2991,1
409,2581,1
479,4622,1
479,4623,1
479,4003,1
479,4436,1
119,3275,1
1262,4218,1
480,3276,1
0,2705,1
27,2728,1
27,2603,1
27,4624,1
27,3185,1
802,4626,1
619,4069,1
1076,2794,1
485,4627,1
803,2549,1
487,4628,1
1226,3284,1
488,3712,1
147,2549,1
805,4221,1
1227,2979,1
271,4631,1
353,4632,1
353,2558,1
274,4328,1
274,4634,1
180,4635,1
15,4636,1
15,4637,1
15,4638,1
495,4639,1
502,4640,1
502,4237,1
134,4641,1
656,4642,1
656,4643,1
656,4644,1
912,3196,1
656,4236,1
868,3313,1
924,2814,1
1407,4645,1
1408,3439,1
811,3439,1
872,3439,1
683,4029,1
1409,4647,1
683,4648,1
22,2538,1
22,3476,1
158,4457,1
158,2986,1
158,3730,1
158,3734,1
143,2819,1
99,4649,1
76,4649,1
51,4219,1
11,4650,1
11,4397,1
714,2553,1
714,3947,1
816,3327,1
963,4651,1
816,2839,1
343,4526,1
717,4252,1
288,4652,1
288,4653,1
5,4654,1
667,2149,1
398,3335,1
783,3885,1
1410,4655,1
398,4656,1
517,4657,1
78,4658,1
862,2918,1
718,4659,1
570,4660,1
521,2884,1
521,2535,1
570,2535,1
523,4661,1
522,2535,1
523,4662,1
523,2535,1
524,4663,1
100,4664,1
292,4666,1
876,2627,1
115,4667,1
115,4669,1
148,2858,1
148,2558,1
148,2722,1
148,3298,1
148,2856,1
300,3356,1
161,4670,1
529,2734,1
883,4671,1
106,4672,1
1236,4673,1
94,2734,1
879,4070,1
532,2872,1
6,3183,1
1119,3183,1
65,4674,1
1291,3763,1
1122,4675,1
541,4676,1
769,3360,1
542,3864,1
769,3779,1
1411,4678,1
542,3779,1
361,2973,1
12,2585,1
12,2730,1
890,3373,1
890,4679,1
546,4680,1
546,4682,1
547,2882,1
1412,4683,1
720,4685,1
720,3707,1
1414,4686,1
1415,3378,1
896,4687,1
550,4447,1
648,3381,1
648,4688,1
325,4041,1
90,3775,1
90,2891,1
90,3383,1
90,3381,1
4,3977,1
326,3381,1
677,4689,1
555,2654,1
1367,3174,1
1042,4287,1
1416,4690,1
982,4691,1
984,4493,1
557,4692,1
901,3608,1
380,4693,1
986,4694,1
380,4695,1
371,4696,1
986,4697,1
332,4698,1
332,3395,1
727,2576,1
666,4700,1
375,4701,1
561,2967,1
561,2991,1
561,2622,1
561,4436,1
988,3464,1
384,4702,1
1417,4703,1
122,4704,1
337,2903,1
156,3407,1
729,3406,1
24,2542,1
1418,2834,1
563,2908,1
563,2927,1
836,2559,1
1040,3129,1
21,4705,1
177,4706,1
181,3438,1
498,2530,1
594,2956,1
937,3158,1
578,3202,1
48,4707,1
164,3316,1
101,4123,1
147,4708,1
754,3947,1
238,3830,1
240,4709,1
20,2173,1
28,4108,1
640,2453,1
689,3156,1
987,3784,1
70,4353,1
502,4713,1
1034,4714,1
310,4484,1
326,4041,1
11,3285,1
48,3277,1
463,4179,1
46,3121,1
298,4296,1
277,4243,1
28,2580,1
547,3770,1
570,4659,1
1419,4716,1
171,3099,1
911,4717,1
518,2918,1
69,3296,1
1420,4718,1
1422,2794,1
958,3293,1
601,4720,1
393,4721,1
63,4722,1
604,4724,1
76,4725,1
606,2872,1
78,4656,1
423,4726,1
734,3883,1
140,4715,1
20,2886,1
338,4514,1
48,4163,1
353,2862,1
48,4045,1
918,4238,1
999,4727,1
146,4687,1
306,4728,1
13,3358,1
89,3616,1
236,3927,1
163,3717,1
90,4729,1
1423,2549,1
99,4725,1
1035,4021,1
1374,3346,1
1229,3288,1
1292,3762,1
239,2746,1
10,3244,1
25,2611,1
185,4730,1
100,4731,1
1132,4732,1
46,3120,1
1114,3288,1
22,4733,1
570,4535,1
276,3730,1
1425,4734,1
557,4735,1
96,4737,1
52,3091,1
52,2760,1
170,2524,1
52,2611,1
25,3088,1
25,4738,1
25,3099,1
25,4107,1
25,2760,1
25,4067,1
28,4107,1
28,2524,1
28,2963,1
28,3088,1
25,2708,1
171,3098,1
171,4106,1
711,4035,1
711,3100,1
716,2580,1
21,2607,1
21,3944,1
21,3496,1
172,3208,1
173,4739,1
1103,4740,1
1323,4336,1
722,4623,1
722,3390,1
72,3610,1
72,1922,1
109,3491,1
109,1922,1
109,2974,1
109,3616,1
70,3613,1
109,2636,1
17,1922,1
17,4353,1
17,3523,1
17,3614,1
17,3611,1
46,2594,1
46,2594,1
46,3877,1
46,4742,1
46,3836,1
182,4744,1
58,3291,1
101,3133,1
184,3133,1
589,4745,1
689,4746,1
689,4747,1
185,3615,1
1371,4365,1
932,4057,1
932,2656,1
188,2654,1
188,4748,1
190,4750,1
191,4752,1
102,4370,1
102,4755,1
210,2738,1
933,4756,1
933,4374,1
1180,2563,1
594,2945,1
366,4377,1
678,3159,1
938,4380,1
438,2964,1
197,4757,1
197,3171,1
201,4521,1
202,4759,1
203,4760,1
658,4134,1
382,4761,1
382,4762,1
206,2688,1
206,3290,1
206,2645,1
206,2691,1
206,4100,1
206,2692,1
206,3192,1
363,2691,1
363,2687,1
363,2645,1
397,4392,1
1137,4764,1
20,4765,1
1377,2835,1
1130,4766,1
30,3489,1
30,2789,1
42,4690,1
1067,2627,1
578,3102,1
215,4333,1
452,3827,1
1428,2835,1
452,4768,1
1379,2716,1
1401,2716,1
458,4769,1
604,4770,1
1131,4498,1
405,2727,1
136,2785,1
223,2729,1
226,3675,1
150,3185,1
54,3653,1
227,2815,1
54,4772,1
228,4773,1
1041,4774,1
228,4775,1
228,4776,1
229,4777,1
230,2926,1
129,4778,1
1304,3680,1
231,3682,1
231,1470,1
231,2146,1
607,2589,1
607,3232,1
607,4178,1
113,3232,1
607,3233,1
113,2939,1
466,4232,1
466,4780,1
236,4185,1
236,3930,1
466,4545,1
610,4781,1
237,2745,1
609,3457,1
63,4782,1
63,4783,1
63,4783,1
949,4784,1
242,2758,1
243,2758,1
62,2757,1
104,3253,1
245,2755,1
77,4786,1
1256,3346,1
247,2762,1
247,4788,1
247,4788,1
251,2675,1
251,4789,1
471,4790,1
791,4791,1
1429,2915,1
257,4620,1
257,4792,1
119,2581,1
119,4622,1
27,2557,1
27,3131,1
802,4793,1
484,4327,1
413,4794,1
413,4341,1
124,3708,1
1386,4796,1
266,2816,1
163,3298,1
163,2583,1
266,3196,1
266,3132,1
266,4797,1
266,4772,1
346,3516,1
622,4077,1
954,633,1
346,4798,1
571,2654,1
1258,2979,1
268,4799,1
271,4801,1
271,4802,1
271,4803,1
271,3725,1
271,4804,1
180,4805,1
98,4806,1
959,4004,1
1083,3311,1
1430,3653,1
158,4027,1
158,2912,1
158,2824,1
158,3803,1
158,3733,1
158,2825,1
143,4027,1
143,2912,1
143,4457,1
143,3730,1
276,4065,1
143,3440,1
276,2561,1
276,2825,1
277,2820,1
277,3734,1
277,3440,1
99,4175,1
51,4808,1
51,4809,1
1431,3456,1
283,4810,1
285,3950,1
285,4812,1
288,2788,1
39,4053,1
291,3403,1
291,3992,1
291,4815,1
291,3406,1
291,4816,1
100,4817,1
527,4513,1
527,3990,1
293,4819,1
1302,4820,1
296,4821,1
296,4822,1
298,2873,1
165,4823,1
69,3298,1
299,2558,1
299,3298,1
148,2865,1
148,3296,1
300,2556,1
300,2558,1
302,4479,1
1434,4824,1
105,2867,1
1090,4825,1
368,4721,1
530,4826,1
304,4827,1
582,4828,1
304,4829,1
306,4830,1
1033,4831,1
308,2875,1
308,3806,1
310,4832,1
314,2973,1
1435,4833,1
318,2916,1
890,4834,1
890,3505,1
545,4486,1
321,4835,1
321,4835,1
84,4836,1
322,3105,1
974,4838,1
407,4478,1
548,4839,1
647,4238,1
575,4840,1
575,4841,1
325,4842,1
325,3776,1
325,3977,1
4,4843,1
4,3381,1
679,2591,1
913,3390,1
559,4697,1
559,3391,1
559,4694,1
559,3395,1
652,4299,1
333,3785,1
335,4845,1
335,4846,1
916,4847,1
1246,4776,1
567,3987,1
384,4848,1
86,4849,1
337,4501,1
138,2850,1
156,3993,1
156,3996,1
905,4851,1
338,2927,1
36,4852,1
36,2613,1
36,4737,1
96,3876,1
96,3088,1
66,3088,1
66,3876,1
96,2974,1
66,2580,1
66,3091,1
66,2607,1
66,2974,1
66,2574,1
66,3094,1
25,4108,1
28,4854,1
28,2613,1
28,2610,1
171,4855,1
171,2574,1
586,2624,1
53,2868,1
1104,2868,1
1438,3910,1
89,2974,1
89,2955,1
89,2631,1
166,4856,1
1322,3144,1
423,4858,1
1322,3146,1
424,4860,1
1208,4861,1
742,2726,1
446,2567,1
830,4346,1
928,2973,1
1107,4862,1
1368,4863,1
928,4568,1
1439,4864,1
1440,4864,1
992,4865,1
74,2873,1
1012,4158,1
203,4866,1
203,4148,1
668,4867,1
71,4868,1
754,3672,1
356,4150,1
382,4869,1
204,2645,1
204,2692,1
204,2563,1
204,2687,1
1013,3185,1
1014,3400,1
837,4154,1
837,4872,1
162,4873,1
1441,4530,1
1442,3196,1
1338,4874,1
1443,4784,1
763,3907,1
451,4875,1
214,3899,1
451,2910,1
117,4876,1
951,4865,1
45,3267,1
256,2568,1
1348,4877,1
477,3273,1
409,4622,1
34,4435,1
409,3275,1
479,3972,1
119,2967,1
119,4003,1
87,4879,1
27,4328,1
483,4880,1
1253,2794,1
485,4881,1
860,4882,1
486,4883,1
491,3495,1
1444,4884,1
771,4885,1
1227,4222,1
865,4222,1
114,3294,1
958,2811,1
353,2722,1
353,4888,1
353,4889,1
1044,4890,1
15,4892,1
502,4893,1
1445,4894,1
1446,4233,1
134,4233,1
134,2720,1
656,4641,1
1115,2929,1
1447,4530,1
1448,3653,1
1449,3174,1
1355,2738,1
43,4895,1
812,3814,1
812,4896,1
373,3319,1
683,4897,1
22,4457,1
76,4002,1
76,4898,1
681,4899,1
115,4900,1
148,3297,1
1450,4901,1
300,2863,1
300,2722,1
57,4902,1
1450,3296,1
636,4825,1
161,2680,1
161,4903,1
2,3855,1
2,4670,1
886,4673,1
886,3348,1
883,4904,1
94,2730,1
529,2722,1
94,3668,1
878,4498,1
368,2584,1
1451,3183,1
1031,4477,1
1452,3358,1
1032,3355,1
1032,2966,1
1091,3668,1
1453,4906,1
541,4907,1
137,2735,1
540,4485,1
1241,4276,1
400,2598,1
361,3110,1
12,4220,1
73,4910,1
214,3204,1
67,4911,1
462,4914,1
36,4915,1
734,4916,1
242,4921,1
1321,4922,1
896,4923,1
30,4925,1
451,4926,1
375,4927,1
158,4928,1
172,4929,1
139,4930,1
25,4933,1
104,4938,1
25,4939,1
299,4940,1
1088,4941,1
1012,4942,1
1455,4943,1
25,4944,1
396,4945,1
651,4946,1
708,4947,1
339,4932,1
211,4948,1
152,4949,1
276,4950,1
677,4953,1
1103,4954,1
22,4950,1
109,4957,1
623,4958,1
225,4960,1
461,4961,1
1107,4963,1
1429,4964,1
664,4965,1
180,4966,1
958,4967,1
109,4968,1
31,4051,1
529,4970,1
558,4971,1
578,4972,1
278,4973,1
258,4975,1
15,4977,1
324,4974,1
596,4979,1
307,4980,1
563,4981,1
684,4983,1
98,4984,1
204,4986,1
25,4987,1
802,4988,1
94,4989,1
1458,4990,1
902,4991,1
763,4992,1
63,4993,1
8,4994,1
1459,4995,1
227,4997,1
187,4998,1
36,2605,1
96,5000,1
170,5000,1
25,5004,1
25,5004,1
25,5005,1
25,5006,1
25,5007,1
28,5008,1
28,5009,1
171,4968,1
171,5008,1
171,5010,1
21,5011,1
1184,5013,1
722,5014,1
355,5015,1
1369,5017,1
178,5018,1
178,5019,1
70,5021,1
181,5024,1
73,4551,1
73,5025,1
46,5026,1
587,5027,1
587,5028,1
58,5029,1
588,5030,1
689,5031,1
185,5033,1
41,5034,1
1054,4962,1
1371,5035,1
149,4917,1
932,5037,1
149,5038,1
139,5040,1
139,5038,1
1134,5041,1
188,5042,1
188,5043,1
188,5044,1
190,5045,1
190,5047,1
190,5048,1
190,5049,1
191,5050,1
102,5051,1
102,5052,1
68,5053,1
590,5054,1
432,5054,1
910,5055,1
595,5056,1
196,5057,1
40,5058,1
197,5059,1
354,5060,1
446,5061,1
446,5062,1
1460,5063,1
1461,4945,1
1462,4945,1
59,4951,1
1462,4943,1
1456,4943,1
1463,4951,1
658,5064,1
206,5065,1
206,5066,1
205,5067,1
205,5068,1
205,5066,1
205,5069,1
363,5070,1
207,5068,1
363,5066,1
1061,5072,1
1061,5070,1
1063,5074,1
1136,5075,1
1046,5076,1
1464,5077,1
600,5078,1
20,5079,1
30,5080,1
20,5081,1
30,5082,1
30,5083,1
760,5084,1
578,5085,1
578,5086,1
215,4929,1
1201,5087,1
1278,5088,1
1317,5089,1
942,5090,1
218,5091,1
48,5092,1
219,5093,1
222,5094,1
222,5095,1
222,5096,1
225,5096,1
136,5095,1
136,4970,1
225,5098,1
150,5094,1
150,4997,1
226,5099,1
54,5100,1
227,5101,1
228,5102,1
227,4970,1
229,5104,1
229,5105,1
229,5106,1
1071,5107,1
908,5108,1
231,5109,1
232,5110,1
232,5111,1
231,5112,1
231,5113,1
607,5115,1
607,5117,1
113,5118,1
466,5120,1
608,5121,1
238,5123,1
63,5125,1
949,5126,1
63,5127,1
63,5128,1
1465,5130,1
1466,5130,1
1219,5131,1
238,5132,1
1172,5133,1
241,4921,1
243,4938,1
77,5136,1
77,5137,1
77,5138,1
794,5140,1
794,5141,1
247,5142,1
247,5143,1
249,5144,1
1467,5146,1
117,5147,1
1468,5149,1
1321,4951,1
1248,4922,1
257,5150,1
1248,4951,1
119,5151,1
119,5152,1
0,358,1
0,5153,1
0,5154,1
27,5155,1
27,5101,1
27,5094,1
258,5156,1
258,5157,1
258,5155,1
484,5158,1
485,5159,1
110,5160,1
376,5161,1
413,5162,1
861,5163,1
163,5164,1
266,5165,1
1469,5166,1
1000,5167,1
266,5168,1
622,5169,1
580,5170,1
954,5170,1
571,5042,1
1024,5171,1
922,5172,1
272,5174,1
957,5175,1
98,5177,1
98,381,1
81,5178,1
180,5179,1
275,5180,1
809,5181,1
22,5182,1
158,5183,1
276,5185,1
276,5186,1
276,5183,1
276,5187,1
276,5188,1
277,5189,1
277,5184,1
277,5190,1
277,5191,1
99,5192,1
99,5193,1
51,5153,1
51,5080,1
1431,5194,1
392,4973,1
279,5195,1
23,5195,1
35,4973,1
64,5196,1
281,5197,1
281,5198,1
280,5195,1
816,5199,1
283,5200,1
285,5201,1
39,4053,1
387,5204,1
752,5204,1
291,5206,1
293,5208,1
115,5210,1
296,5211,1
298,5212,1
298,5213,1
69,5214,1
69,5215,1
69,5216,1
299,5218,1
299,5219,1
69,5220,1
299,5221,1
299,5222,1
299,5223,1
300,5225,1
300,5226,1
300,4940,1
1088,5228,1
302,5228,1
967,5230,1
142,5231,1
121,5232,1
1470,5228,1
304,5234,1
304,5235,1
640,5237,1
640,3561,1
307,5238,1
307,5239,1
308,5240,1
308,5241,1
308,4980,1
1471,5242,1
310,5243,1
13,5244,1
890,5245,1
547,5246,1
547,5247,1
547,5248,1
84,5249,1
107,5250,1
322,5251,1
107,5252,1
642,5253,1
324,5254,1
323,5255,1
1472,5256,1
1473,5257,1
575,5260,1
325,5262,1
325,5264,1
326,5266,1
4,5263,1
326,5267,1
1474,5268,1
555,4998,1
1038,5270,1
95,5271,1
331,5273,1
371,4971,1
559,5275,1
332,5276,1
332,5158,1
381,5277,1
333,5278,1
335,5279,1
335,5280,1
335,5281,1
348,4971,1
1039,4919,1
336,5282,1
384,5283,1
1475,5284,1
567,5285,1
1476,5286,1
337,5289,1
91,1700,1
25,5290,1
45,5291,1
11,5292,1
1125,5293,1
143,5295,1
579,5296,1
202,5297,1
300,5218,1
73,5298,1
90,5265,1
1477,5301,1
413,5302,1
1478,5303,1
1479,5268,1
96,4957,1
1429,5305,1
890,5306,1
56,5307,1
77,5085,1
158,5308,1
148,5309,1
275,5310,1
1344,5311,1
339,5190,1
171,5312,1
179,5313,1
1480,4943,1
99,5314,1
152,5316,1
67,5317,1
15,5319,1
150,4970,1
463,5116,1
265,4978,1
135,5320,1
479,5321,1
180,5322,1
138,5323,1
1051,5324,1
25,5325,1
71,5326,1
763,5327,1
151,5328,1
119,5329,1
117,5330,1
77,5331,1
371,5332,1
385,5333,1
455,5335,1
14,5336,1
225,5337,1
1482,5338,1
683,5339,1
181,4910,1
587,5340,1
134,5341,1
353,5221,1
8,5343,1
711,5344,1
1171,5041,1
459,5109,1
1148,5345,1
171,5346,1
85,5101,1
102,5347,1
66,5022,1
17,5022,1
588,5348,1
298,5349,1
214,4957,1
0,5350,1
341,5351,1
380,5278,1
46,5352,1
188,5353,1
202,136,1
56,5354,1
262,5355,1
288,5357,1
90,5358,1
904,5359,1
1195,4945,1
27,4975,1
1039,5361,1
453,5362,1
865,5363,1
81,4966,1
809,5364,1
794,5366,1
660,5367,1
934,4918,1
1483,5368,1
1233,5088,1
41,5033,1
888,5373,1
215,2910,1
1484,5338,1
41,5020,1
353,5374,1
607,5375,1
36,5376,1
410,5377,1
417,1881,1
36,3003,1
96,3003,1
96,5379,1
66,4999,1
66,2999,1
66,1250,1
52,5378,1
25,5380,1
28,5381,1
28,1278,1
28,3841,1
171,3005,1
171,179,1
171,180,1
171,1258,1
171,1250,1
716,3003,1
174,4031,1
109,62,1
722,5382,1
164,1314,1
1485,5384,1
1104,1320,1
423,5385,1
166,5386,1
422,5387,1
1486,39,1
1487,39,1
424,1555,1
181,5389,1
181,5390,1
181,5391,1
181,5392,1
181,167,1
181,5393,1
73,5395,1
31,5396,1
31,5397,1
31,5391,1
46,167,1
46,5398,1
46,5399,1
46,5395,1
58,5401,1
92,13,1
101,197,1
167,5403,1
167,5404,1
689,5405,1
672,3026,1
185,5406,1
672,5407,1
185,1349,1
41,5408,1
41,1347,1
41,1346,1
1054,1879,1
1054,1433,1
187,1918,1
1006,1417,1
1488,1352,1
692,3040,1
1124,5412,1
739,5413,1
438,2083,1
438,5414,1
694,19,1
438,5415,1
438,5416,1
439,5417,1
438,5418,1
440,5420,1
354,5421,1
354,5422,1
1489,5423,1
1490,5424,1
1491,5425,1
928,1508,1
1107,5429,1
1210,5430,1
448,1566,1
202,5432,1
1461,63,1
658,5433,1
79,5434,1
79,5435,1
1492,5438,1
213,5439,1
837,5440,1
837,5441,1
26,5442,1
1442,2031,1
1185,5442,1
1494,1376,1
762,5443,1
763,1406,1
763,1421,1
214,5445,1
451,22,1
452,5446,1
364,5446,1
48,1435,1
48,5448,1
385,19,1
385,1427,1
453,5449,1
118,5450,1
118,71,1
454,1421,1
454,71,1
454,71,1
67,1421,1
67,5451,1
67,5452,1
455,1512,1
455,5453,1
403,5454,1
351,5455,1
1217,5456,1
232,11,1
701,178,1
461,1472,1
461,1928,1
1331,5457,1
36,5458,1
36,5460,1
36,5007,1
36,5004,1
36,5022,1
36,5463,1
66,5464,1
66,5465,1
66,5466,1
66,4929,1
25,5467,1
28,5468,1
171,5003,1
171,5465,1
171,5002,1
171,5469,1
21,5008,1
21,5460,1
21,5470,1
172,5021,1
109,5472,1
109,5473,1
109,5474,1
1495,5475,1
1496,5477,1
1332,5478,1
1497,5479,1
89,5480,1
573,5481,1
181,5482,1
181,5483,1
73,5485,1
73,2970,1
46,5486,1
46,5485,1
182,5489,1
1051,5490,1
1498,5491,1
58,5492,1
85,4916,1
184,5495,1
41,5496,1
186,5033,1
186,5497,1
41,5499,1
1054,5500,1
1499,5502,1
1488,5504,1
736,5504,1
678,4979,1
739,5085,1
824,3214,1
438,5505,1
694,3214,1
439,5506,1
440,5507,1
440,5508,1
439,5509,1
197,5510,1
197,5511,1
197,5512,1
1106,5514,1
354,5515,1
772,5517,1
33,5062,1
1500,5520,1
749,5299,1
1045,5522,1
832,5523,1
447,5525,1
74,136,1
834,5528,1
71,5529,1
71,5530,1
754,5531,1
658,5368,1
382,5532,1
204,5071,1
837,4919,1
926,5533,1
26,5534,1
26,5535,1
763,5536,1
451,4987,1
451,4957,1
214,5537,1
214,143,1
214,5086,1
578,5135,1
578,3204,1
578,2709,1
61,143,1
215,5538,1
768,5539,1
1501,5540,1
218,5541,1
48,5543,1
48,4997,1
48,5544,1
385,5546,1
118,4911,1
67,5547,1
67,3214,1
454,5547,1
454,5333,1
455,5549,1
67,5551,1
565,5500,1
565,5542,1
498,5552,1
498,5553,1
773,5554,1
351,517,1
9,5555,1
697,5556,1
457,5557,1
232,5109,1
459,5114,1
701,4961,1
701,5558,1
461,5559,1
703,5560,1
997,5561,1
463,1012,1
463,5563,1
463,5117,1
607,5564,1
233,5565,1
128,5566,1
684,5567,1
236,5569,1
610,5571,1
466,5120,1
704,5573,1
239,5574,1
55,5124,1
705,5575,1
153,5576,1
153,5575,1
56,5578,1
1383,5579,1
468,5582,1
614,5583,1
241,5329,1
243,5133,1
1126,5219,1
708,5584,1
708,5585,1
151,5586,1
151,5588,1
1502,5146,1
1503,5589,1
848,5591,1
1504,5592,1
1148,5594,1
257,4945,1
475,5595,1
799,5596,1
476,5597,1
475,5520,1
477,5599,1
477,5600,1
409,5601,1
409,5603,1
479,5100,1
479,5152,1
479,5133,1
409,5604,1
87,5605,1
481,5145,1
27,5607,1
484,5468,1
657,5158,1
413,5609,1
413,5610,1
413,5611,1
488,5302,1
147,5613,1
804,5614,1
1505,5615,1
114,5616,1
353,5225,1
353,5214,1
274,5618,1
866,5619,1
494,5620,1
495,5622,1
495,5623,1
656,5341,1
656,5624,1
656,5625,1
912,5626,1
808,4986,1
1507,5168,1
812,5627,1
812,5628,1
814,5629,1
22,5630,1
76,5631,1
76,5632,1
76,5314,1
76,5633,1
51,5634,1
11,5635,1
11,5254,1
1508,5636,1
1509,5637,1
283,5638,1
513,5330,1
288,5639,1
288,5083,1
289,5640,1
584,5641,1
398,5642,1
783,5643,1
783,5644,1
78,5645,1
78,5646,1
523,5648,1
523,5648,1
523,5649,1
523,5137,1
523,5650,1
523,4922,1
524,5651,1
120,5652,1
100,5653,1
526,5654,1
526,5655,1
527,5287,1
115,5657,1
681,5658,1
148,5219,1
148,5659,1
300,5216,1
300,5660,1
1510,5661,1
358,5662,1
665,4974,1
94,4997,1
529,5101,1
529,5663,1
94,5664,1
306,5665,1
1451,5525,1
1117,5666,1
538,5667,1
137,5359,1
137,5668,1
904,5570,1
541,5669,1
12,5663,1
400,5670,1
400,5671,1
12,5672,1
361,5673,1
361,5674,1
314,5676,1
906,4951,1
572,5594,1
546,5677,1
547,5679,1
146,4923,1
1362,5680,1
325,5682,1
551,5683,1
555,5353,1
1042,5683,1
651,5684,1
556,5685,1
983,5686,1
557,5687,1
557,5688,1
557,5689,1
371,5690,1
371,5693,1
93,4951,1
332,5690,1
332,4971,1
676,5694,1
381,4971,1
902,4951,1
381,5696,1
903,5056,1
1458,5698,1
122,5699,1
750,5700,1
729,5701,1
925,5702,1
